,sentence,labels
7907,What is the largest primarily French-speaking city in the western world?,1
7908,Is Nairobi the capital of Kenya?,1
7909,Is Nairobi the capital of Kenya?,1
7910,Was Nairobi founded in 1899?,1
7911,Was Nairobi founded in 1899?,1
7912,Is the current estimated population of Nairobi about 6 milion?,1
7913,Is the current estimated population of Nairobi about 6 milion?,1
7914,What is the current estimated population of Nairobi?,1
7915,What is the current estimated population of Nairobi?,1
7916,In what year was Nairobi founded?,1
7917,In what year was Nairobi founded?,1
7918,Which embassy in Nairobi was bombed in August 1998?,1
7919,Which embassy in Nairobi was bombed in August 1998?,1
7920,How many civilians died in the 1998 U.S. embassy bombing?,1
7921,How many civilians died in the 1998 U.S. embassy bombing?,1
7922,How many trades can the NSE make per day?,1
7923,How many trades can the NSE make per day?,1
7924,About how many people are estimated to live in Nairobi?,1
7925,About how many people are estimated to live in Nairobi?,1
7926,The district is bordered to the southwest by Uhuru Park and where?,1
7927,When did the Catholic University of Eastern Africa which obtain its Letter of Interim Authority?,1
7928,Is Central Park adjacent to Uhuru Park?,1
7929,Give an example of the highest growth rates of any city in Africa. ,1
7930,Give an example of the most prominent cities in Africa politically and financially. ,1
7931,Is Nairobi not the capital as well as largest city of Kenya?,1
7932,Does the city and its surrounding area also form the Nairobi Province?,1
7933,"Does the name ``Nairobi'' come from the Maasai phrase Enkare Nyirobi, which translates to ``the place of cool waters''?",1
7934,Did Nikola Tesla die alone?,1
7935,Did Nikola Tesla die alone?,1
7936,Was Nikola Tesla close friends with Mark Twain?,1
7937,Was Nikola Tesla close friends with Mark Twain?,1
7938,Did Nikola Tesla use a technique called picture thinking?,1
7939,Did Nikola Tesla use a technique called picture thinking?,1
7940,When did Nikola Tesla appear on the cover of Time Magazine?,1
7941,When did Nikola Tesla appear on the cover of Time Magazine?,1
7942,Who became adversaries with Nikola Tesla?,1
7943,Who became adversaries with Nikola Tesla?,1
7944,Where did Nikola Tesla move to in 1880?,1
7945,Where did Nikola Tesla move to in 1880?,1
7946,Was Nikola Tesla's mother illiterate?,1
7947,Was Nikola Tesla's mother illiterate?,1
7948,How many siblings did Nikola Tesla have?,1
7949,How many siblings did Nikola Tesla have?,1
7950,Was Nikola Tesla a vegetarian?,1
7951,Was Nikola Tesla a vegetarian?,1
7952,"Is there a monument to Tesla at Niagara Falls, New York?",1
7953,"Is there a monument to Tesla at Niagara Falls, New York?",1
7954,Was Tesla an American citizen?,1
7955,Was Tesla an American citizen?,1
7956,Was Tesla on the cover of Time magazine?,1
7957,Was Tesla on the cover of Time magazine?,1
7958,Where did Tesla study electrical engineering?,1
7959,Where did Tesla study electrical engineering?,1
7960,When did Tesla receive his last patent?,1
7961,When did Tesla receive his last patent?,1
7962,What languages did Tesla speak?,1
7963,What languages did Tesla speak?,1
7964,Did Tesla win the Nobel Prize?,1
7965,Did Tesla win the Nobel Prize?,1
7966,Was Tesla rich at the time of his death?,1
7967,Was Tesla rich at the time of his death?,1
7968,What music group was named after Tesla?,1
7969,What music group was named after Tesla?,1
7970,"Consequently, what is not considered a ""serious painter"" by some contemporary artists, who often regard his work as bourgeois and kitsch?",1
7971,Who spent the next 10 years painting for Look magazine?,1
7972,When was his last painting for the Post published?,1
7973,"When did Rockwell marry his first wife, Irene O'Connor,?",1
7974,Did Norman Rockwell spend the winter months as artist-in-residence at Otis College of Art as well as Design?,1
7975,Did Norman Rockwell publish a total of 321 original covers for The Saturday Evening Post over 47 years?,1
7976,Was Rockwell also commissioned to illustrate over 40 books including Tom Sawyer as well as Huckleberry Finn?,1
7977,"Do his works enjoy a broad popular appeal in the United States, where Rockwell is most famous for the cover illustrations of everyday life scenarios he created for The Saturday Evening Post magazine over more than four decades?",1
7978,"Are among the best-known of Rockwell's works the Willie Gillis series, Rosie the Riveter (although his Rosie was reproduced less than others of the day), Saying Grace (1951), and the Four Freedoms series?",1
7979,Is he also noted for his work for the Boy Scouts of America (BSA)?,1
7980,Is the octopus a cephalopod?,1
7981,Is the octopus a cephalopod?,1
7982,Does the octopus have two eyes?,1
7983,Does the octopus have two eyes?,1
7984,Does the octopus have a hard beak?,1
7985,Does the octopus have a hard beak?,1
7986,Where is the mouth of an octopus?,1
7987,Where is the mouth of an octopus?,1
7988,Around how many recognized octopus species are there?,1
7989,Around how many recognized octopus species are there?,1
7990,How many arms does an octopus have?,1
7991,How many arms does an octopus have?,1
7992,What is the range of lifespans of the octopus?,1
7993,What is the range of lifespans of the octopus?,1
7994,What is an example of something an octopus learned in a research experiment?,1
7995,What is an example of something an octopus learned in a research experiment?,1
7996,How can an octopus defend against predators?,1
7997,How can an octopus defend against predators?,1
7998,Are Octopus highly intelligent?,1
7999,Do males use a specialized arm called a hectocotylus to insert spermatophores?,1
8000,Do the octopuses in the less familiar Cirrina suborder have two fins and an internal shell?,1
8001,Do octopuses have two eyes and four pairs of arms?,1
8002,Is octopus a common food in Mediterranean cuisine as well as Portuguese cuisine?,1
8003,Is the collective form octopus usually reserved for animals consumed for food?,1
8004,"Has an octopus a hard beak, with its mouth at the center point of the arms?",1
8005,What happened in 1968 through 1971?,1
8006,What happened in 1838?,1
8007,"Who was not long in finding another lover, Jacqueline Roque?",1
8008,When did Picasso make his first trip to Paris?,1
8009,Give an example of the most comprehensive records extant of any major artists beginnings. ,1
8010,Is in the 1996 movie Surviving Picasso Picasso played by actor Anthony Hopkins?,1
8011,Is the U.S. copyright representative for the Picasso Administration the Artists Rights Society?,1
8012,Is he one of the most recognized figures in 20th-century art?,1
8013,Is he best known for co-founding the Cubist movement and for the wide variety of styles embodied in his work?,1
8014,"Are among his most famous works the proto-Cubist Les Demoiselles d'Avignon (1907) and Guernica (1937), his portrayal of the German bombing of Guernica during the Spanish Civil War?",1
8015,Are pianos used in Western music?,1
8016,Are pianos used in Western music?,1
8017,"Are ""upright pianos"" called ""vertical pianos""?",1
8018,"Are ""upright pianos"" called ""vertical pianos""?",1
8019,Did Bartolomeo Cristofori invent the modern piano?,1
8020,Did Bartolomeo Cristofori invent the modern piano?,1
8021,What is the middle pedal called on grand pianos?,1
8022,What is the middle pedal called on grand pianos?,1
8023,How many black keys do modern pianos have?,1
8024,How many black keys do modern pianos have?,1
8025,What is the sustain pedal called?,1
8026,What is the sustain pedal called?,1
8027,Where is Irving Berlin's piano located?,1
8028,Where is Irving Berlin's piano located?,1
8029,What kind of piano did Irving Berlin play?,1
8030,What kind of piano did Irving Berlin play?,1
8031,Is the left-most pedal on a grand piano called the una corda?,1
8032,Is the left-most pedal on a grand piano called the una corda?,1
8033,Is it advantageous for a grand piano's metal plate to be quite massive?,1
8034,Is it advantageous for a grand piano's metal plate to be quite massive?,1
8035,Is the mechanism in an upright piano perpendicular to its keys?,1
8036,Is the mechanism in an upright piano perpendicular to its keys?,1
8037,About how tall is a typical studio piano?,1
8038,About how tall is a typical studio piano?,1
8039,What are a piano's keys generally made of?,1
8040,What are a piano's keys generally made of?,1
8041,How many total keys does a typical modern piano have?,1
8042,How many total keys does a typical modern piano have?,1
8043,Why are upright pianos more compact?,1
8044,Why are upright pianos more compact?,1
8045,Do older pianos have more keys than modern pianos?,1
8046,Do older pianos have more keys than modern pianos?,1
8047,What are the names of a piano's pedals?,1
8048,What are the names of a piano's pedals?,1
8049,"What happened in the January 15, 1882?",1
8050,What happened in 1887?,1
8051,Is one of the best known Impressionist works Renoirs 1876 Dance at Le Moulin de la Galette?,1
8052,Was Pierre-Auguste Renoir born in Limoges Haute-Vienne France the child of a working class family?,1
8053,Have two of Renoirs paintings sold for more than US0 million?,1
8054,"As a celebrator of beauty, and especially feminine sensuality, has it been said that ``Renoir is the final representative of a tradition which runs directly from Rubens to Watteau''?",1
8055,"Did Pierre-Auguste Renoir die in Limoges, Haute-Vienne, France, the child of a working class family?",1
8056,"As a boy, did he work in a porcelain factory where his drawing talents led to him being chosen to paint designs on fine china?",1
8057,Is Portuguese an official language of Andorra?,1
8058,Is Portuguese an official language of Andorra?,1
8059,Does the Portuguese language have its roots in the Latin language?,1
8060,Does the Portuguese language have its roots in the Latin language?,1
8061,Does Portuguese contain words from the Arabic language?,1
8062,Does Portuguese contain words from the Arabic language?,1
